무인교통단속카메라관리번호,시도명,시군명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
20,경기도,의정부시,시도,,동일로522번길,3,경기도 의정부시 동일로522번길 4,경기도 의정부시 신곡동 748-1,37.734793,127.0586926111,신곡지하차도 동남,4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
19,경기도,의정부시,시도,,동일로,3,경기도 의정부시 동일로 523,경기도 의정부시 신곡동 748-1,37.735018,127.0578558368,신곡지하차도 서남,4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
35,경기도,의정부시,시도,,둔야로,3,경기도 의정부시 둔야로 36,경기도 의정부시 가능동 838,37.7391256538,127.0399092648,마사회 뒤,4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
34,경기도,의정부시,시도,,추동로23번길,3,경기도 의정부시 추동로23번길 17,경기도 의정부시 신곡동 696,37.7441318324,127.0576749153,동오초교 서문(스쿨존),4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
32,경기도,의정부시,시도,,가능로,3,경기도 의정부시 가능로 9,경기도 의정부시 가능동 790,37.7466909476,127.032148,염광교회 앞,4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
15,경기도,의정부시,시도,,평화로596번길,3,경기도 의정부시 평화로596번길 11,경기도 의정부시 의정부동 214-4,37.7453122277,127.0468201433,의정부중앙초 후문(스쿨존),4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
29,경기도,의정부시,시도,,평화로,3,경기도 의정부시 평화로 562,경기도 의정부시 의정부동 205-16,37.7420668912,127.0471643695,평화로반월호텔(국제 컴인호텔),4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
28,경기도,의정부시,시도,,동일로,3,경기도 의정부시 동일로 501,경기도 의정부시 신곡동 748-1,37.7330839732,127.0582070150,의암교회 앞,4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
26,경기도,의정부시,시도,,평화로,3,경기도 의정부시 평화로 659,경기도 의정부시 가능동 17-3,37.7509689015,127.0441591936,가재울교차로,4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
25,경기도,의정부시,시도,,외미로,3,경기도 의정부시 외미로 94,경기도 의정부시 호원동 50-1,37.7241154344,127.0459798963,회룡역 서측,4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
23,경기도,의정부시,시도,,추동로,3,경기도 의정부시 추동로 12,경기도 의정부시 신곡동 696,37.7411088489,127.057517,신곡은하수아파트북문(대명빌딩),4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
22,경기도,의정부시,시도,,평화로,3,경기도 의정부시 평화로 219,경기도 의정부시 호원동 458-14,37.711351,127.0473968913,망월사1번출구,4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
J1463,경기도,의정부시,시도,,체육로,2,,경기도 의정부시 녹양동 400-35,37.76132328,127.0368527,녹양초교 어린이보호구역(녹양역→의정부종합운동장),2,30,2,2022,경기도북부경찰청,031-961-2651,2025-03-28
H4345,경기도,의정부시,시도,,금신로,1,,경기도 의정부시 신곡동 산 100-9,37.72654366,127.064453,신곡교차로(장암역→의정부백병원),2,60,99,2021,경기도북부경찰청,031-961-2651,2025-03-28
H5768,경기도,의정부시,시도,,민락로,2,,경기도 의정부시 낙양동 757-1,37.45106011,127.6734011,송양초교 어린이보호구역 1차로(포천→서울),2,40,99,2021,경기도북부경찰청,031-961-2651,2025-03-28
H5769,경기도,의정부시,시도,,오목로,1,,경기도 의정부시 낙양동 757-1,37.45106011,127.6734011,"송양초교 어린이보호구역 2, 3차로(포천→서울)",2,40,99,2021,경기도북부경찰청,031-961-2651,2025-03-28
H5770,경기도,의정부시,시도,,오목로,1,경기도 의정부시 오목로 168,경기도 의정부시 민락동 694,37.74111801,127.096673,민락초교 후문 어린이보호구역(부용초교→송산초교),2,30,99,2021,경기도북부경찰청,031-961-2651,2025-03-28
H5771,경기도,의정부시,일반국도,1,시민로,1,,경기도 의정부시 용현동 241,37.73281802,127.0812732,솔뫼초교 건너편 어린이보호구역(만가대교차로→306보충대),2,40,99,2021,경기도북부경찰청,031-961-2651,2025-03-28
H5772,경기도,의정부시,시도,,신흥로,1,경기도 의정부시 호암로 247,경기도 의정부시 호원동 309-45,37.7225034,127.0445516,호원초교 건너편 어린이보호구역(호원중→범골역),2,30,99,2021,경기도북부경찰청,031-961-2651,2025-03-28
H5773,경기도,의정부시,일반국도,1,평화로,2,경기도 의정부시 평화로 150,경기도 의정부시 호원동 466-11,37.70521475,127.0482282,호암초교 건너편 어린이보호구역(도봉산역→의정부역),2,30,99,2021,경기도북부경찰청,031-961-2651,2025-03-28
H5774,경기도,의정부시,시도,,둔야로,2,,경기도 의정부시 가능동 839,37.74101482,127.0396012,의정부서초교 정문 어린이보호구역(의정부공업고교→의정부보건소),2,30,2,2022,경기도북부경찰청,031-961-2651,2025-03-28
H5775,경기도,의정부시,시도,,둔야로49번길,1,경기도 의정부시 둔야로 57,경기도 의정부시 가능동 834,37.74037772,127.0384301,의정부서초교 후문 어린이보호구역(의정부세무서→의정부역),2,30,2,2022,경기도북부경찰청,031-961-2651,2025-03-28
H5776,경기도,의정부시,시도,,의정로,1,경기도 의정부시 의정로140번길 15,경기도 의정부시 가능동 724-3,37.74554054,127.0346569,가능초교 어린이보호구역(의정부시청→의정부고교),2,30,2,2022,경기도북부경찰청,031-961-2651,2025-03-28
H9960,경기도,의정부시,시도,,진등로,2,경기도 의정부시 진등로 9-1,경기도 의정부시 녹양동 387-3,37.75883351,127.0326014,희망학교 어린이보호구역(녹양동주민센터→의정부종합운동장),2,30,2,2022,경기도북부경찰청,031-961-2651,2025-03-28
H9962,경기도,의정부시,시도,,충의로,1,경기도 의정부시 충의로 99,경기도 의정부시 용현동 313-2,37.74061917,127.0858516,송산역 용현초교 건너편 어린이보호구역(어룡역→탑석역),2,30,2,2022,경기도북부경찰청,031-961-2651,2025-03-28
H9957,경기도,의정부시,시도,,용민로,2,,경기도 의정부시 민락동 641-10,37.74259809,127.0913671,오동초교 어린이보호구역(송현고교→용현초교),2,30,2,2021,경기도북부경찰청,031-961-2651,2025-03-28
H9958,경기도,의정부시,시도,,오목로,2,경기도 의정부시 오목로 221,경기도 의정부시 민락동 843,37.74672582,127.1010689,송산초교 건너편 어린이보호구역(민락1교→민락교통어린이공원),2,30,2,2021,경기도북부경찰청,031-961-2651,2025-03-28
H9959,경기도,의정부시,시도,,송양로,1,경기도 의정부시 송양로 94,경기도 의정부시 민락동 890,37.75039332,127.1162684,삼현초교 건너편 어린이보호구역(송양초교→코스트코의정부점),2,30,2,2021,경기도북부경찰청,031-961-2651,2025-03-28
H7753,경기도,의정부시,일반국도,3,호국로,2,경기도 의정부시 행복로 1,경기도 의정부시 의정부동 195-17,37.73905607,127.0477471,의정부역동부교차로(서울→양주),2,50,99,2022,경기도북부경찰청,031-961-2651,2025-03-28
H9956,경기도,의정부시,시도,,송양로,2,경기도 의정부시 송양로 46,경기도 의정부시 낙양동 757,37.75212159,127.1107656,송양초교 건너편 어린이보호구역(송양고교→코스트코의정부점),1,30,2,2021,경기도북부경찰청,031-961-2651,2025-03-28
H8978,경기도,의정부시,시도,,민락로,1,,경기도 의정부시 낙양동 361-3,37.76236636,127.1131838,송산한우마을(포천→의정부),2,50,99,2022,경기도북부경찰청,031-961-2651,2025-03-28
H9113,경기도,의정부시,시도,,호국로,2,,경기도 의정부시 의정부동 1-95,37.74548278,127.0541961,의정부버스터미널 건너편(경기북부경찰청→의정부경찰서),2,50,99,2022,경기도북부경찰청,031-961-2651,2025-03-28
J1464,경기도,의정부시,시도,,체육로,1,,경기도 의정부시 녹양동 410-6,37.76116148,127.0372804,녹양초교 건너편 어린이보호구역(의정부종합운동장→녹양역),2,30,2,2022,경기도북부경찰청,031-961-2651,2025-03-28
J1465,경기도,의정부시,시도,,평화로,2,경기도 의정부시 평화로 593,경기도 의정부시 의정부동 238-1,37.74492062,127.0461283,중앙초교 건너편 어린이보호구역(가능역→회룡역),2,50,2,2022,경기도북부경찰청,031-961-2651,2025-03-28
J1468,경기도,의정부시,시도,,경의로,1,경기도 의정부시 경의로 129,경기도 의정부시 의정부동 368-12,37.73321388,127.0499944,경의초교 어린이보호구역(청룡초교→경의교차로),2,30,2,2022,경기도북부경찰청,031-961-2651,2025-03-28
J1469,경기도,의정부시,시도,,경의로,1,,경기도 의정부시 의정부동 380,37.73301733,127.0502521,경의초교 건너편 어린이보호구역(경의교차로→청룡초교),2,30,2,2022,경기도북부경찰청,031-961-2651,2025-03-28
J1470,경기도,의정부시,시도,,문충로,1,경기도 의정부시 문충로 74,경기도 의정부시 고산동 996-3,37.7289899,127.1032538,고산지구 지식산업센터(의정부교도소→코스트코의정부점),2,50,99,2022,경기도북부경찰청,031-961-2651,2025-03-28
57,경기도,의정부시,시도,,평화로,3,경기도 의정부시 평화로 491-1,경기도 의정부시 의정부동 141-24,37.7392456100,127.0475838000,신세계백화점 주차장 동쪽출구,4,0,,2012,경기도 의정부시,031-828-2885,2024-07-15
58,경기도,의정부시,시도,,신흥로222번길,3,경기도 의정부시 신흥로222번길 32,경기도 의정부시 의정부동 704,37.735983,127.0453897706,신세계백화점 주차장 서쪽 출구,4,0,,2012,경기도 의정부시,031-828-2885,2024-07-15
59,경기도,의정부시,시도,,경의로75번길,3,경기도 의정부시 경의로75번길 60,경기도 의정부시 의정부동 695,37.7358733461,127.0439271884,보훈회관앞교차로,4,0,,2012,경기도 의정부시,031-828-2885,2024-07-15
45,경기도,의정부시,시도,,가능로,3,경기도 의정부시 가능로 30,경기도 의정부시 가능동 816,37.7464737341,127.034397,구)시민회관 교차로,4,0,,2010,경기도 의정부시,031-828-2885,2024-07-15
46,경기도,의정부시,시도,,가능로,3,경기도 의정부시 가능로 49,경기도 의정부시 가능동 776,37.7467927521,127.036438,가능초교 뒤,4,0,,2010,경기도 의정부시,031-828-2885,2024-07-15
47,경기도,의정부시,시도,,의정로,3,경기도 의정부시 의정로 129-2,경기도 의정부시 가능동 816,37.7445331009,127.0344471090,가능동 새마을금고,4,0,,2010,경기도 의정부시,031-828-2885,2024-07-15
49,경기도,의정부시,시도,,녹양로,3,경기도 의정부시 녹양로 50,경기도 의정부시 가능동 365-33,37.7556279848,127.0325231334,녹양현대힐스테이트,4,0,,2011,경기도 의정부시,031-828-2885,2024-07-15
50,경기도,의정부시,시도,,체육로,3,경기도 의정부시 체육로 306-32,경기도 의정부시 녹양동 414-1,37.7596798324,127.0413679041,녹양역 뒤,4,0,,2011,경기도 의정부시,031-828-2885,2024-07-15
52,경기도,의정부시,시도,,동일로,3,경기도 의정부시 동일로 641,경기도 의정부시 금오동 366-3,37.7452044980,127.054567,시외버스터미널,4,0,,2011,경기도 의정부시,031-828-2885,2024-07-15
53,경기도,의정부시,시도,,행복로,3,경기도 의정부시 행복로 3,경기도 의정부시 의정부동 222-33,37.7392518100,127.0478420509,의정부역 동부교차로 북측,4,0,,2012,경기도 의정부시,031-828-2885,2024-07-15
55,경기도,의정부시,시도,,시민로,3,경기도 의정부시 시민로 지하 100,경기도 의정부시 의정부동 141-23,37.7392456100,127.0475838000,의정부역6번출구(동부역사거리),4,0,,2012,경기도 의정부시,031-828-2885,2024-07-15
56,경기도,의정부시,시도,,평화로202번길,3,경기도 의정부시 평화로202번길 13,경기도 의정부시 호원동 458-15,37.7102069,127.0487693,망월사역 신일엘리시움 앞,4,0,,2012,경기도 의정부시,031-828-2885,2024-07-15
30,경기도,의정부시,시도,,의정로,3,경기도 의정부시 의정로 166,경기도 의정부시 가능동 816,37.747626,127.0346600602,가능동우체국 남측,4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
G6428,경기도,의정부시,시도,,민락로298번길,2,,경기도 의정부시 민락동 889-1,37.74862015,127.1131111,"민락TG지나 300M 3,4차로(민락TG-&amp;gt;민락지하차도)",1,60,99,2019,경기도북부경찰청,031-961-2651,2025-03-28
36,경기도,의정부시,시도,,흥선로,3,경기도 의정부시 흥선로 39,경기도 의정부시 가능동 809,37.7451524160,127.0322561122,푸르미 아파트 뒤편,4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
37,경기도,의정부시,시도,,흥선로,3,경기도 의정부시 흥선로 24,경기도 의정부시 가능동 809,37.745992,127.0309568634,흥선동주민센터 남측,4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
38,경기도,의정부시,시도,,회룡로192번길,3,경기도 의정부시 회룡로192번길 42,경기도 의정부시 장암동 31-10,37.724714,127.05599,장암동(동막골길),4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
39,경기도,의정부시,시도,,태평로,3,경기도 의정부시 태평로 107-1,경기도 의정부시 의정부동 145-3,37.7422215264,127.05149,구터미널 북측(대성공구),4,0,,2010,경기도 의정부시,031-828-2885,2024-07-15
40,경기도,의정부시,시도,,태평로,3,경기도 의정부시 태평로 101,경기도 의정부시 의정부동 145-3,37.7415030906,127.0514119186,구터미널 남측(우리은행),4,0,,2010,경기도 의정부시,031-828-2885,2024-07-15
41,경기도,의정부시,시도,,태평로,3,경기도 의정부시 태평로 73,경기도 의정부시 의정부동 145-3,37.739028,127.0515141188,미즘쇼핑몰 앞,4,0,,2010,경기도 의정부시,031-828-2885,2024-07-15
43,경기도,의정부시,시도,,시민로,3,경기도 의정부시 시민로 135,경기도 의정부시 의정부동 145-3,37.7380884781,127.0502249038,오혜숙산부인과 앞,4,0,,2010,경기도 의정부시,031-828-2885,2024-07-15
208,경기도,의정부시,시도,,시민로,3,,경기도 의정부시 용현동 211-5,37.73197131,127.0822267,솔뫼초 앞,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
209,경기도,의정부시,시도,,시민로,3,,경기도 의정부시 용현동 406-3,37.73403773,127.0791018,탑석자이 앞 교차로,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
210,경기도,의정부시,시도,,체육로,3,,경기도 의정부시 녹양동 415-1,37.7613703933,127.0405883854,녹양초 앞,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
212,경기도,의정부시,시도,,망월로,3,,경기도 의정부시 호원동 226-148,37.7053286704,127.0451992,호암초 앞,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
213,경기도,의정부시,시도,,전좌로,3,,경기도 의정부시 호원동 308-49,37.7224073,127.0419723,호원초 앞,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
214,경기도,의정부시,시도,,장곡로,3,,경기도 의정부시 신곡동 692,37.7421712478,127.0548283976,신동초 앞,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
216,경기도,의정부시,시도,,신흥로,3,,경기도 의정부시 의정부동 692,37.7376376601,127.0442701446,새마을식당 앞,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
61,경기도,의정부시,시도,,신흥로240번길,3,경기도 의정부시 신흥로240번길 10,경기도 의정부시 의정부동 692,37.7375259167,127.0438957181,센트럴타워(컨벤션 뒤),4,0,,2012,경기도 의정부시,031-828-2885,2024-07-15
62,경기도,의정부시,시도,,시민로,3,경기도 의정부시 시민로 80,경기도 의정부시 의정부동 495,37.7379768684,127.0440932750,서부역 출구,4,0,,2012,경기도 의정부시,031-828-2885,2024-07-15
64,경기도,의정부시,시도,,흥선로164번길,3,경기도 의정부시 흥선로164번길 10,경기도 의정부시 의정부동 495,37.7405954837,127.044718,해태플라자,4,0,,2012,경기도 의정부시,031-828-2885,2024-07-15
65,경기도,의정부시,시도,,가능로,3,경기도 의정부시 가능로 76,경기도 의정부시 가능동 776,37.7466607990,127.0394274584,의정부중학교 정문,4,0,,2010,경기도 의정부시,031-828-2885,2024-07-15
146,경기도,의정부시,시도,,청사로47번길,3,경기도 의정부시 청사로47번길 12,경기도 의정부시 금오동 477-7,37.7526164040,127.0691106127,청사로47번길 우리은행안쪽,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
148,경기도,의정부시,시도,,진등로19번길,3,경기도 의정부시 진등로19번길 39,경기도 의정부시 녹양동 390,37.7597121252,127.03027,의정부실내체육관 입구,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
149,경기도,의정부시,시도,,비우로,3,경기도 의정부시 비우로 56,경기도 의정부시 녹양동 154-43,37.7578876005,127.0328805666,이마트에브리데이 녹양점 앞,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
151,경기도,의정부시,시도,,체육로,3,경기도 의정부시 평화로 360,경기도 의정부시 녹양동 412-1,37.7239232,127.0485854,녹양휴먼시아2단지,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
152,경기도,의정부시,시도,,동일로,3,경기도 의정부시 동일로 33-107,경기도 의정부시 장암동 416-1,37.6911955926,127.05112,수락리버시티1단지 105동 앞,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
G9924,경기도,의정부시,일반국도,43,시민로,2,,경기도 의정부시 용현동 191-5,37.73091232,127.0837633,솔뫼초교 어린이보호구역(의정부-&amp;gt;남양주),2,40,2,2021,경기도북부경찰청,031-961-2651,2025-03-28
G9925,경기도,의정부시,시도,,체육로,1,,경기도 의정부시 녹양동 170-10,37.76127085,127.0299816,버들개초교 어린이보호구역(녹양역-&amp;gt;빙상경기장),2,30,2,2021,경기도북부경찰청,031-961-2651,2025-03-28
189,경기도,의정부시,시도,,시민로19번길,3,경기도 의정부시 둔야로33번길 50,경기도 의정부시 의정부동 679,37.73900548,127.0368298,백석천제2공영주차장,4,0,,2021,경기도 의정부시,031-828-2885,2024-07-15
190,경기도,의정부시,시도,,체육로,3,경기도 의정부시 체육로 298-5,경기도 의정부시 녹양동 412-1,37.76096941,127.0410305,녹양휴먼시아2단지 앞,4,0,,2021,경기도 의정부시,031-828-2885,2024-07-15
191,경기도,의정부시,시도,,문충로,3,,경기도 의정부시 민락동 923,37.7471836354,127.1179402753,고산센텀스퀘어,4,0,,2020,경기도 의정부시,031-828-2885,2024-07-15
192,경기도,의정부시,시도,,문충로,3,,경기도 의정부시 고산동 865,37.7419360927,127.1147072032,한신더휴고산아파트 앞,4,0,,2020,경기도 의정부시,031-828-2885,2024-07-15
193,경기도,의정부시,시도,,문충로,3,,경기도 의정부시 고산동 865,37.7419360927,127.1147072032,정음마을2단지 앞,4,0,,2020,경기도 의정부시,031-828-2885,2024-07-15
194,경기도,의정부시,시도,,문충로,3,,경기도 의정부시 고산동 865,37.7419360927,127.1147072032,훈민초등학교 앞 삼거리,4,0,,2020,경기도 의정부시,031-828-2885,2024-07-15
195,경기도,의정부시,시도,,문충로,3,,경기도 의정부시 고산동 865,37.7419360927,127.1147072032,서광교 삼거리,4,0,,2020,경기도 의정부시,031-828-2885,2024-07-15
196,경기도,의정부시,시도,,문충로,3,경기도 의정부시 문충로 180,경기도 의정부시 고산동 921,37.7358307599,127.1101825114,고산 DS빌딩 앞 삼거리,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
198,경기도,의정부시,시도,,문충로,3,경기도 의정부시 문충로 116,경기도 의정부시 고산동 921,37.7305003455,127.107289,우인더프라임 앞,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
199,경기도,의정부시,시도,,문충로,3,,경기도 의정부시 고산동 474-1,37.729582,127.104256,고산듀클래스 앞 삼거리,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
200,경기도,의정부시,시도,,서광로,3,,경기도 의정부시 고산동 342-1,37.736564,127.112917,고산대방노블랜드,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
201,경기도,의정부시,시도,,서광로,3,,경기도 의정부시 산곡동 312-1,37.733528,127.11207,쌍용더플래티넘고산아파트 앞,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
203,경기도,의정부시,시도,,세석로,3,,경기도 의정부시 산곡동 263-1,37.730128,127.109063,고산 대광로제비앙 후문,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
204,경기도,의정부시,시도,,서광로,3,,경기도 의정부시 산곡동 245-2,37.729148,127.111426,고산 센터프라자 앞 사거리,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
205,경기도,의정부시,시도,,수암로,3,,경기도 의정부시 산곡동 328,37.729258,127.108454,고산 수자인디에스티지2단지 앞,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
207,경기도,의정부시,시도,,호국로1162번길,3,,경기도 의정부시 의정부동 산 2-13,37.74094123,127.032165,더샵파크에비뉴 직동공원 입구,4,0,,2022,경기도 의정부시,031-828-2885,2024-07-15
163,경기도,의정부시,시도,,가능로98번길,3,경기도 의정부시 가능로98번길 66-3,경기도 의정부시 의정부동 247-5,37.7437143051,127.0416863470,흥선역 하부(경찰서근방)2,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
164,경기도,의정부시,시도,,신흥로,3,경기도 의정부시 신흥로 327,경기도 의정부시 의정부동 458-1,37.7453813953,127.0426159680,경찰서옆 신도로,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
165,경기도,의정부시,시도,,신흥로,3,경기도 의정부시 신흥로 299,경기도 의정부시 의정부동 256-9,37.7429071712,127.0429249964,의정부의료원 교차로 남측,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
166,경기도,의정부시,시도,,범골로,3,경기도 의정부시 범골로 80,경기도 의정부시 의정부동 612,37.7319191489,127.0385743887,상우고등학교앞,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
167,경기도,의정부시,시도,,범골로,3,경기도 의정부시 범골로 68,경기도 의정부시 의정부동 288-7,37.7307687235,127.0387759414,롯데캐슬 앞,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
169,경기도,의정부시,시도,,범골로,3,경기도 의정부시 범골로 41,경기도 의정부시 호원동 366-14,37.7284538837,127.0389739282,롯데캐슬상가 앞,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
171,경기도,의정부시,시도,,시민로,3,경기도 의정부시 시민로 284,경기도 의정부시 신곡동 산 33-4,37.7366260537,127.0660570258,이편한세상 입구(의정부역방향),4,0,,2019,경기도 의정부시,031-828-2885,2024-07-15
172,경기도,의정부시,시도,,시민로,3,경기도 의정부시 시민로 306,경기도 의정부시 신곡동 152-6,37.73703,127.0685446406,이편한세상 건너편(신곡고가방향,4,0,,2019,경기도 의정부시,031-828-2885,2024-07-15
174,경기도,의정부시,시도,,서부로,3,경기도 의정부시 서부로 673,경기도 의정부시 가능동 111-4,37.753504,127.0358688253,녹양역e편한세상 삼거리,4,0,,2019,경기도 의정부시,031-828-2885,2024-07-15
175,경기도,의정부시,시도,,의정로,3,경기도 의정부시 의정로 203,경기도 의정부시 가능동 341-5,37.7508212452,127.0334493296,신촌건널목교차로,4,0,,2019,경기도 의정부시,031-828-2885,2024-07-15
176,경기도,의정부시,시도,,비우로108번길,3,경기도 의정부시 비우로108번길 40,경기도 의정부시 가능동 106-3,37.7571920354,127.0388625829,동원1차아파트 옆도로,4,0,,2019,경기도 의정부시,031-828-2885,2024-07-15
178,경기도,의정부시,시도,,용민로,3,경기도 의정부시 용민로 263,경기도 의정부시 낙양동 768,37.7497125784,127.0984078704,금강펜테리움센트럴파크아파트,4,0,,2019,경기도 의정부시,031-828-2885,2024-07-15
179,경기도,의정부시,시도,,장금로,3,경기도 의정부시 장금로 13,경기도 의정부시 신곡동 690,37.7406460467,127.0556699619,은하수아파트 105동 앞,4,0,,2019,경기도 의정부시,031-828-2885,2024-07-15
181,경기도,의정부시,시도,,경의로,3,경기도 의정부시 경의로 85,경기도 의정부시 의정부동 581,37.7333106474,127.0450656683,경의지하차도,4,0,,2020,경기도 의정부시,031-828-2885,2024-07-15
182,경기도,의정부시,시도,,용현로105번길,3,경기도 의정부시 용현로 105번길,경기도 의정부시 민락동 772,37.742509,127.0873064251,송산 푸르지오 후문,4,0,,2020,경기도 의정부시,031-828-2885,2024-07-15
183,경기도,의정부시,시도,,민락로,3,,경기도 의정부시 민락동 산 93-1,37.7415500650,127.1006148621,산들마을앞 삼거리,4,0,,2020,경기도 의정부시,031-828-2885,2024-07-15
185,경기도,의정부시,시도,,장곡로226번길,3,경기도 의정부시 장곡로226번길,경기도 의정부시 장암동 31-38,37.72385,127.056044,장암동 더샵 105동,4,0,,2020,경기도 의정부시,031-828-2885,2024-07-15
186,경기도,의정부시,시도,,금신로,3,경기도 의정부시 금신로 276,경기도 의정부시 신곡동 산 25-21,37.7438270703,127.0680811609,신곡실내배드민턴장 앞,4,0,,2020,경기도 의정부시,031-828-2885,2024-07-15
187,경기도,의정부시,시도,,금신로,3,경기도 의정부시 금신로 276,경기도 의정부시 신곡동 128-10,37.7438270703,127.0680811609,추동웰빙공원 앞,4,0,,2020,경기도 의정부시,031-828-2885,2024-07-15
188,경기도,의정부시,시도,,동일로,3,경기도 의정부시 동일로 712,경기도 의정부시 금오동 432-3,37.7525754027,127.0521853579,을지대병원,4,0,,2020,경기도 의정부시,031-828-2885,2024-07-15
138,경기도,의정부시,시도,,능곡로,3,경기도 의정부시 능곡로 42,경기도 의정부시 신곡동 493-3,37.7411956797,127.0612188037,삼도세라믹아파트 후문,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
139,경기도,의정부시,시도,,신촌로,3,경기도 의정부시 신촌로 71-1,경기도 의정부시 가능동 640-24,37.7505944156,127.04256,북부치안센터 삼거리,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
140,경기도,의정부시,시도,,호국로,3,경기도 의정부시 호국로 1346번길 18,경기도 의정부시 의정부동 20-3,37.7439990829,127.0535517956,양지공원길 초입,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
142,경기도,의정부시,시도,,호국로,3,경기도 의정부시 호국로 1125,경기도 의정부시 가능동 803,37.7428565478,127.02884,호국로 흥선브라운스톤 후문,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
143,경기도,의정부시,시도,,호국로,3,경기도 의정부시 호국로 1141,경기도 의정부시 가능동 803,37.7429404161,127.0306869327,호국로 흥선브라운스톤 정문,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
145,경기도,의정부시,시도,,발곡로,3,경기도 의정부시 발곡로 34,경기도 의정부시 신곡동 743,37.7308912563,127.0586210555,신곡로 새마을금고 안쪽,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
G5870,경기도,의정부시,고속국도,29,구리-포천고속도로,2,,경기도 의정부시 민락동 36-3,37.75311201,127.122966,(소흘IC-&amp;gt;민락IC),1,100,99,2020,경기도북부경찰청,031-961-2651,2025-03-28
G9926,경기도,의정부시,시도,,가능로,2,경기도 의정부시 가능로 47,경기도 의정부시 가능동 667-24,37.74670756,127.0363227,가능초교 건너편 어린이보호구역(가능역-&amp;gt;경민대),2,30,2,2021,경기도북부경찰청,031-961-2651,2025-03-28
G9928,경기도,의정부시,시도,,능곡로,1,경기도 의정부시 능곡로 28,경기도 의정부시 신곡동 480,37.74027201,127.0598871,신곡초교 건너편 어린이보호구역(중랑천-&amp;gt;의정부백병원),2,30,2,2020,경기도북부경찰청,031-961-2651,2025-03-28
G9929,경기도,의정부시,일반국도,43,송산로,2,,경기도 의정부시 고산동 599-2,37.72472857,127.0963606,고산교정아파트 건너편(남양주-&amp;gt;의정부),2,60,99,2020,경기도북부경찰청,031-961-2651,2025-03-28
77,경기도,의정부시,시도,,용민로,3,경기도 의정부시 용민로 483,경기도 의정부시 민락동 903-1,37.7507562105,127.1180814516,코스트코정문,4,0,,2014,경기도 의정부시,031-828-2885,2024-07-15
75,경기도,의정부시,시도,,평화로,3,경기도 의정부시 평화로 190,경기도 의정부시 호원동 458-14,37.708771,127.0482908182,신한대삼거리(망월사역교차로),4,0,,2007,경기도 의정부시,031-828-2885,2024-07-15
